OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
4391,2021,JEEP (1989 AND AFTER),,Automobile,GRY,,Friday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,11/19/2022 5:00:00 AM,11/18/2022 5:00:00 AM,2022,"DEAVY WAY, PRESTONE DR",East,5050170.03,Afternoon,Matthew Luloff,400,1700,382876.9407,5037775.574
4392,2021,JEEP (1989 AND AFTER),,Suv,BLK,,Monday,Y,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,11/19/2022 5:00:00 AM,11/14/2022 5:00:00 AM,2022,"RIDEAU TER, SPRINGFIELD RD",Central,5050058.00,Night,Rawlson King,1600,100,369155.8969,5034085.5951
4393,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Sunday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,11/20/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"COURTYARD CRES, SABLE RIDGE DR",East,5050123.02,Night,Jessica Bradley,700,300,372641.927,5024468.5125
4394,2022,JEEP (1989 AND AFTER),,Automobile,WHI,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,11/20/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"CROWNRIDGE DR, RIVERTREE ST",West,5050161.06,Night,Allan Hubley,1100,400,356033.7556,5015312.3897
4395,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,WHI,,Sunday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,11/20/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"DELMAR CRT, DELMAR DR",East,5050007.01,Night,Marty Carr,1200,200,371879.9182,5028512.5431
4396,2021,JEEP (1989 AND AFTER),,Automobile,DGR,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,11/20/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"CROWNRIDGE DR, MEADOWBREEZE DR",West,5050161.06,Night,Allan Hubley,1300,500,356003.7466,5015124.7267
4397,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Saturday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,11/20/2022 5:00:00 AM,11/19/2022 5:00:00 AM,2022,"MAYWOOD ST, NERTA ST",East,5050010.00,Evening,Marty Carr,800,2000,373882.9269,5028680.5408
4398,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Saturday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,11/20/2022 5:00:00 AM,11/19/2022 5:00:00 AM,2022,"HAVENHURST CRES, SOUTHPORT DR W",East,5050001.06,Evening,Jessica Bradley,1000,1800,372368.2131,5024714.0306
4399,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Saturday,Y,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,11/20/2022 5:00:00 AM,11/19/2022 5:00:00 AM,2022,"JUNO AVE, KIPLING ST",East,5050007.03,Evening,Marty Carr,700,2100,372222.9211,5027867.538
4400,2008,DODGE,CARAVAN,Automobile,BLU,,Monday,N,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"CYRVILLE RD, STAR TOP RD",East,5050122.02,Evening,Tim Tierney,1900,1900,373829.4506,5031515.6851
4401,2019,LEXUS,,Automobile,GRY,60000,Monday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"KILBIRNIE DR, CENTERRA CRT",West,5050141.15,Morning,David Hill,800,600,365351.8988,5011682.4501
4402,2020,JEEP (1989 AND AFTER),,Automobile,BLU,60000,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,11/21/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"BLACKLEAF DR, KENNACRAIG PRIV N",West,5050141.15,Evening,David Hill,700,2000,365134.8049,5012332.0349
4403,2016,LAND ROVER,,Suv,WHI,,Sunday,N,Greely,Ward 20 - Osgoode,Sector 36,11/21/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,BANK ST,East,5050126.03,Afternoon,George Darouze,1300,1700,376478.1198,5018971.3443
4404,2021,,,Automobile,WHI,,Monday,N,Centretown,Ward 14 - Somerset,Sector 23,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"BAY ST, SPARKS ST",Central,5050048.00,Night,Ariel Troster,1300,200,366861.069,5031276.2437
4405,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,RED,60000,Sunday,N,Laurentian,Ward 15 - Kitchissippi,Sector 14,11/21/2022 5:00:00 AM,11/20/2022 5:00:00 AM,2022,"AVONDALE AVE, MELBOURNE AVE",West,5050033.01,Evening,Jeff Leiper,800,2200,363389.8846,5027519.5394
4406,2018,LEXUS,,Automobile,BLK,46000,Monday,N,Manotick West,Ward 3 - Barrhaven West,Sector 12,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"BELLEEK LANE, KILBIRNIE DR",West,5050141.15,Night,David Hill,700,400,365021.0576,5011508.6874
4407,2013,HYUNDAI,,Automobile,GRY,6000,Monday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"FAIRLEA CRES, GORE PRIV",East,5050001.01,Evening,Jessica Bradley,200,2100,372056.1598,5026552.2597
4408,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,,Monday,N,Carson Grove - Carson Meadows,Ward 11 - Beacon Hill-Cyrville,Sector 32,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"AMBERCREST ST, MEADOWCROFT CRES E",East,5050122.03,,Tim Tierney,700,,372920.8153,5033113.7373
4409,2021,DODGE,,Truck,BLK,,Monday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"DOSSETTER WAY, DOSSETTER WAY",East,5050001.07,Night,Jessica Bradley,900,400,374377.1198,5026007.7927
4410,2010,HYUNDAI,TUCSON,Automobile,WHI,10000,Tuesday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,11/22/2022 5:00:00 AM,11/22/2022 5:00:00 AM,2022,"CARLING AVE, TERON RD",West,5050160.11,Morning,Cathy Curry,1500,800,351834.8165,5022269.4917
4411,2018,DODGE,CARAVAN,Automobile,WHI,16000,Monday,Y,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,11/22/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,"BENTLEY AVE, GIFFORD ST",West,5050130.01,Morning,Sean Devine,800,800,366254.8978,5021898.4932
4412,2013,HYUNDAI,ACCENT,Automobile,WHI,,Tuesday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,11/22/2022 5:00:00 AM,11/22/2022 5:00:00 AM,2022,"MALARTIC AVE, SLADEN AVE",East,5050061.00,Afternoon,Rawlson King,1600,1600,371775.9064,5033734.586
4413,2013,LEXUS,,Automobile,RED,,Sunday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,2/21/2022 5:00:00 AM,2/20/2022 5:00:00 AM,2022,"FORDELL AVE, MAXWELL BRIDGE RD",West,5050160.11,Evening,Cathy Curry,1500,2300,349510.2918,5024865.3554
4414,2020,LEXUS,,Automobile,SIL,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/7/2022 5:00:00 AM,6/7/2022 5:00:00 AM,2022,"CRANE ST, SAMUEL DR",East,5050008.00,Morning,Marty Carr,700,700,372972.9241,5027907.5371
4415,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,GRY,,Thursday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/4/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"UPLANDS DR, UPLANDS DR RAMP 24",East,5050127.00,Night,Jessica Bradley,1100,100,371265.1901,5021354.1486
4416,2013,FORD,F250,Truck,RED,,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,2/21/2022 5:00:00 AM,2/19/2022 5:00:00 AM,2022,"TENTH LINE RD, LAKEPOINTE DR",East,5050171.09,Evening,Catherine Kitts,1000,2000,384262.3163,5035419.6822
4417,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Wednesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"WEST RIDGE DR, MAZARI CRES",West,5050151.06,Night,Glen Gower,800,300,350290.4195,5011943.1844
4418,2018,JEEP (1989 AND AFTER),GRAND CHEROKEE,Automobile,BLK,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/4/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"BIG DIPPER ST, LUNAR GLOW CRES S",East,5050126.04,Morning,Steve Desroches,700,700,367803.8414,5013558.6064
4419,2012,HYUNDAI,,Automobile,WHI,5250,Sunday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,2/21/2022 5:00:00 AM,2/20/2022 5:00:00 AM,2022,"CHARTLEY PRIV, COLLISTON CRES",East,5050007.02,Evening,Marty Carr,1000,2100,371016.3612,5026404.2796
4420,2019,JEEP (1989 AND AFTER),,Automobile,BLK,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"WILDCLIFF WAY, OAKCREST WAY",East,5050171.09,Morning,Catherine Kitts,800,800,385210.375,5034538.9504
4421,2022,RAM TRUCKS,1500,Automobile,BLK,,Thursday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/4/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"PAUL BENOIT DRWY, TAXIWAY PRIV",East,5050002.06,Afternoon,Jessica Bradley,1400,1400,369078.1743,5021851.4293
4422,2017,DODGE,JOURNEY,Suv,BLK,,Monday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,2/21/2022 5:00:00 AM,2/21/2022 5:00:00 AM,2022,"MARIER AVE, MONTFORT ST",Central,5050102.00,Afternoon,Stéphanie Plante,200,1300,370260.9016,5033539.588
4423,2022,HYUNDAI,SANTA FE,Automobile,SIL,,Thursday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/8/2022 5:00:00 AM,5/26/2022 5:00:00 AM,2022,"YORK ST, 72M EAST OF SUSSEX DR ",Central,5050054.00,Afternoon,Stéphanie Plante,1300,1200,367866.9792,5032274.2567
4424,2022,JEEP (1989 AND AFTER),,Suv,BLK,,Thursday,N,Stittsville,Ward 6 - Stittsville,Sector 13,8/4/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,PALLADIUM DR EXTENSION,West,5050300.00,Night,Glen Gower,900,0,349323.4763,5016762.99
4425,2013,HYUNDAI,SONATA,Automobile,SIL,12000,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,2/22/2022 5:00:00 AM,2/22/2022 5:00:00 AM,2022,"ST. LAURENT BLVD, MCARTHUR AVE",Central,5050012.00,Afternoon,Rawlson King,1700,1700,371921.9093,5032886.5782
4426,2013,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"BANK ST, FRANK ST",Central,5050038.00,Morning,Ariel Troster,1700,1100,367894.0066,5030604.212
4427,,,,Other,,,Monday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,8/4/2022 5:00:00 AM,7/18/2022 5:00:00 AM,2022,"FOURTH LINE RD, LOCKHEAD RD",West,5050200.02,Afternoon,David Brown,1100,1200,367864.856,4997790.2743
4428,2006,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLU,,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,2/22/2022 5:00:00 AM,2/18/2022 5:00:00 AM,2022,"ASHBOURNE CRES,GOLDWOOD PRIV",West,5050141.15,Evening,David Hill,1200,2100,365305.3559,5013139.2939
4429,,GENERAL MOTORS CORP.,YUKON,Automobile,BLK,,Wednesday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Afternoon,Jessica Bradley,200,1300,370343.1152,5020748.3233
4430,2005,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,BLK,,Thursday,Y,West Centertown,Ward 14 - Somerset,Sector 22,8/4/2022 5:00:00 AM,7/28/2022 5:00:00 AM,2022,"ARLINGTON AVE, CAMBRIDGE ST",Central,5050042.00,Evening,Ariel Troster,1900,1900,367120.8979,5029823.5589
4431,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,2/23/2022 5:00:00 AM,2/23/2022 5:00:00 AM,2022,"CRESTWAY DR, TRANSITWAY",West,5050141.13,Evening,Wilson Lo,200,2100,366331.261,5015298.2338
4432,2016,FORD,F150,Automobile,GRY,,Thursday,N,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,8/4/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"NAVAHO DR, GAGE CRES",West,5050024.00,Morning,Laine Johnson,800,800,363043.3815,5024169.0581
4433,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Tuesday,N,Beaverbrook,Ward 4 - Kanata North,Sector 13,6/8/2022 5:00:00 AM,6/7/2022 5:00:00 AM,2022,"PELLAN CRES N, VARLEY DR N",West,5050160.02,Evening,Cathy Curry,600,1800,351120.8095,5021191.4828
4434,2022,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,64000,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,8/5/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"GILMOUR ST, MACDONALD ST",Central,5050049.00,Evening,Ariel Troster,600,2100,368554.9007,5031232.5696
4435,2020,HYUNDAI,TUCSON,Suv,WHI,,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,2/23/2022 5:00:00 AM,2/23/2022 5:00:00 AM,2022,"GUARDIAN GROVE, MARKDALE TERR",East,5050126.04,Night,Steve Desroches,1100,400,369156.3385,5015244.236
4436,2022,DODGE,DURANGO,Suv,GRY,,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/8/2022 5:00:00 AM,6/7/2022 5:00:00 AM,2022,"NORTHWIND ST W, DAWNLIGHT ST",East,5050171.09,Evening,Catherine Kitts,900,2200,384886.6612,5035118.9873
4437,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLK,40000,Friday,Y,Greenbelt SouthEast,Ward 10 - Gloucester-Southgate,Sector 33,8/5/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"HIGHWAY 417,HWY417 IC108 RAMP51",East,5050126.04,Night,Jessica Bradley,500,500,375969.0917,5028037.8221
4438,2012,NISSAN,PATHFINDER,Automobile,GRY,,Thursday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,2/24/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,"HIDDEN VALLEY PRIV S, WOODCLIFFE PRIV",East,5050125.07,Morning,Laura Dudas,1300,800,380067.817,5036163.5053
4439,2019,KIA MOTORS CORPORATION,SOUL,Automobile,ONG,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,6/8/2022 5:00:00 AM,6/7/2022 5:00:00 AM,2022,"MARION AVE, KING GEORGE ST",Central,5050013.00,Evening,Rawlson King,800,2000,370209.9055,5032009.5743
4440,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,GRY,,Friday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/5/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"CONROY RD, WALKLEY RD",East,5050001.05,Night,Jessica Bradley,300,300,372896.9412,5027450.9934
4441,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",CAMRY,Automobile,GRN,4000,Thursday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,2/24/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,"MORTIMER PRIV, VAN LANG PRIV",Central,5050045.00,Morning,Jeff Leiper,600,600,363113.9578,5028681.7743
4442,2021,DODGE,,Automobile,GRY,,Wednesday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"RENAUD RD,FERN CASEY ST",East,5050125.06,Morning,Catherine Kitts,600,600,382625.1412,5033234.5215
4443,2021,JEEP (1989 AND AFTER),,Automobile,GRY,,Thursday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/5/2022 5:00:00 AM,8/4/2022 5:00:00 AM,2022,"BEAUSOLEIL DR, YORK ST",Central,5050056.00,Evening,Stéphanie Plante,200,2300,368644.8978,5032776.5832
4444,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,GRY,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/24/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,"BEAUSOLEIL DR,BARBER ST",Central,5050056.00,Night,Stéphanie Plante,200,200,368601.8978,5032845.5843
4445,2021,FORD,F150,Truck,BLK,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"ESPRIT DR, STORMWIND AVE",East,5050171.09,Morning,Catherine Kitts,600,600,385550.5912,5035002.0997
4446,2021,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,35000,Friday,Y,West Centertown,Ward 14 - Somerset,Sector 22,8/6/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"BELL ST, LOUISA ST",Central,5050042.00,Evening,Ariel Troster,1000,2300,366997.8972,5029854.5589
4447,2021,JEEP (1989 AND AFTER),,Automobile,BLK,,Wednesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,2/24/2022 5:00:00 AM,2/23/2022 5:00:00 AM,2022,"BADGELEY AVE, GOULBOURN FORCED RD",West,5050160.03,Evening,Cathy Curry,700,2300,349586.6765,5020562.3724
4448,2008,FORD,SPECIAL,Automobile,BLK,,Wednesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,6/8/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"PRINCE ALBERT ST, NORTH RIVER RD",Central,5050013.00,Evening,Rawlson King,200,2100,370098.9055,5031854.5724
4449,2021,FORD,,Automobile,BLU,,Tuesday,Y,West Centertown,Ward 14 - Somerset,Sector 22,2/25/2022 5:00:00 AM,2/15/2022 5:00:00 AM,2022,"CHAMPAGNE AVE, ELM ST W",Central,5050041.00,,Ariel Troster,1900,,366024.8933,5030178.5629
4450,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLK,,Thursday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,6/9/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"SANFORD FLEMING AVE, STEAMLINE ST",East,5050011.01,Morning,Marty Carr,600,600,370872.7603,5030708.7435
4451,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",FIT,Automobile,GRY,,Wednesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/6/2022 5:00:00 AM,8/3/2022 5:00:00 AM,2022,"KING EDWARD AVE, ST. ANDREW ST",Central,5050056.00,Evening,Stéphanie Plante,200,2100,368182.8959,5032969.5863
4452,2016,LEXUS,,Automobile,GRY,56000,Thursday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/9/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"DUFF CRES, OAKDEAN CRES W",East,5050120.03,Morning,Tim Tierney,700,700,374466.9101,5035887.5976
4453,2010,FORD,F150,Truck,BLK,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/25/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,"NELSON ST, RIDEAU ST",Central,5050053.00,Evening,Stéphanie Plante,900,2300,368651.174,5032497.9464
4454,2020,JEEP (1989 AND AFTER),CHEROKEE,Suv,BLK,52000,Saturday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/6/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"DYLAN WAY, STONEWAY DR",West,5050141.08,Morning,Wilson Lo,700,700,366388.8946,5016614.4492
4455,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Wednesday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,6/9/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"JUNO AVE, KIPLING ST",East,5050007.01,Evening,Marty Carr,800,2300,372222.9211,5027867.538
4456,2010,GENERAL MOTORS CORP.,CANYON,Truck,BLU,,Thursday,Y,Kinburn,Ward 5 - West Carleton-March,Sector 11,2/25/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,"FARMVIEW RD, KINBURN SIDE RD",West,5050301.00,Evening,Clarke Kelly,1100,2100,327091.6617,5026205.5918
4457,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,WHI,25000,Saturday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/6/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"COTTINGHAM ST, RIDEAUCREST DR",West,5050141.08,Morning,Wilson Lo,1000,1000,365969.9418,5016473.1542
4458,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Wednesday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/9/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"ST. LAURENT BLVD, TAWNEY RD",East,5050009.00,Evening,Marty Carr,1700,1800,373575.9248,5028847.5429
4459,,,,Other,,,Wednesday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/25/2022 5:00:00 AM,2/23/2022 5:00:00 AM,2022,"BEAUSOLEIL DR,BARBER ST",Central,5050056.00,Afternoon,Stéphanie Plante,1200,1600,368601.8978,5032845.5843
4460,,,,Motorcycle,BLKWHI,1100,Friday,N,Centretown,Ward 14 - Somerset,Sector 23,8/6/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"CATHERINE ST, O'CONNOR ST, HWY 417 O'CONN IC119BR76",Central,5050037.00,Morning,Ariel Troster,1600,1000,368243.9008,5030391.5628
4461,2020,MITSUBISHI,RVR,Automobile,RED,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/9/2022 5:00:00 AM,6/3/2022 5:00:00 AM,2022,"GLADSTONE AVE, KENT ST",Central,5050039.00,Afternoon,Ariel Troster,1200,1200,367747.1483,5030459.9105
4462,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,2/26/2022 5:00:00 AM,2/26/2022 5:00:00 AM,2022,"CHARLEMAGNE BLVD, MARINOFF WAY",East,5050170.09,,Matthew Luloff,1200,,384295.3594,5038165.6728
4463,2022,FORD,F150,Automobile,BLK,,Saturday,Y,Carson Grove - Carson Meadows,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/6/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"MARLEY CRES N, TONILEE DR N",East,5050122.03,Afternoon,Tim Tierney,1500,1400,373791.9169,5032731.5722
4464,,LEXUS,,Suv,BLK,,Wednesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,6/9/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"AVENUE N, TREMBLAY RD",East,5050011.01,Evening,Marty Carr,1100,2200,371636.9123,5031328.5656
4465,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,GRY,,Friday,N,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,8/6/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"KIMBERWICK CRES S, RIVERSIDE DR",East,5050002.04,Evening,Riley Brockington,700,1900,368144.5985,5022529.9531
4466,2000,"TOYOTA/ TOYOTA MOTOR CO., LTD.",CAMRY,Automobile,SIL,,Sunday,Y,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,2/27/2022 5:00:00 AM,2/27/2022 5:00:00 AM,2022,"BANK ST, BILLINGS TRANSIT",East,5050005.00,Morning,Marty Carr,1100,1100,369422.7041,5027762.2095
4467,,VOLVO,,Automobile,BLK,30000,Friday,Y,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,8/6/2022 5:00:00 AM,8/5/2022 5:00:00 AM,2022,"BERTRAND ST, IVY CRES E",Central,5050057.00,Evening,Rawlson King,1000,2100,369029.897,5033789.5921
4468,2016,LEXUS,,Suv,GRY,,Wednesday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/9/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"EASTVALE DR N, OGILVIE RD",East,5050120.03,Evening,Tim Tierney,1000,2100,374983.1924,5036043.6696
4469,2021,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Friday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,2/28/2022 5:00:00 AM,2/18/2022 5:00:00 AM,2022,"JAMIE AVE, SUNDERLAND ST",West,5050130.01,Evening,Sean Devine,1500,1800,366064.8971,5022021.4943
